Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/Sigma,Metrics/Xi,Metrics/Rho,Metrics/Dual,Metrics/Primal,Value/Adv_c,Loss/Loss_pi_cost,Loss/Loss_proximal,Train/Weight
-0.630410373210907,57.04999923706055,1000.0,0.0,1.4171983003616333,0.008624544367194176,40.0,0.9983195662498474,0.9983195662498474,0.9983195662498474,0.015563211403787136,0.00029940000968053937,0.9982779622077942,20000.0,-0.012958492152392864,-0.012958492152392864,-7.057189943537878e-09,0.004561176989227533,0.004561176989227533,-0.005101127550005913,1.26973557472229,1.26973557472229,-0.17562569677829742,73.63388061523438,7.0738067626953125,66.55957794189453,73.63345336914062,271.61566162109375,0.0030489000491797924,10.0,-28.81264305114746,nan,nan,nan,4.234313877304885e-08,-0.014849625527858734,5.164273262023926,0.035062965005636215
-0.10220050811767578,65.92500305175781,1000.0,1.0,1.4066909551620483,0.012339442037045956,40.0,0.9994540214538574,0.9994540214538574,0.9994540214538574,0.017575034871697426,0.00029880000511184335,0.9878328442573547,40000.0,-0.015658358111977577,-0.002699865959584713,-4.768371461572052e-11,0.004604303278028965,4.3126288801431656e-05,0.026635512709617615,1.4202195405960083,0.15048396587371826,0.8670485615730286,149.10145568847656,7.942923545837402,67.50389099121094,75.44686889648438,265.0871887207031,0.012622848153114319,10.0,-25.931377410888672,nan,nan,nan,-3.738403364650367e-08,-0.014297916553914547,0.7704628109931946,0.16221578419208527
0.43049827218055725,69.63999938964844,1000.0,2.0,1.3897931575775146,0.013281021267175674,40.0,0.9984157085418701,0.9984157085418701,0.9984157085418701,0.018028536811470985,0.0002982000005431473,0.9712864756584167,60000.0,-0.015009802766144276,0.0006485553458333015,-1.1634826435624745e-08,0.005177580285817385,0.0005732770077884197,0.025757836177945137,1.296384572982788,-0.12383496761322021,2.9949471950531006,221.34024047851562,7.507663249969482,64.7114486694336,72.21916961669922,276.9347839355469,0.026213321834802628,10.0,-23.338239669799805,nan,nan,nan,2.632141082870021e-08,-0.03840179741382599,1.9880521297454834,0.23856446146965027
1.5426234006881714,70.12000274658203,1000.0,3.0,1.381646752357483,0.013834895566105843,40.0,0.99990314245224,0.99990314245224,0.99990314245224,0.017002873122692108,0.0002975999959744513,0.9634007215499878,80000.0,-0.013374301604926586,0.0016355011612176895,2.6702881683604573e-08,0.007401956245303154,0.0022243759594857693,0.0758950337767601,1.54701566696167,0.25063109397888184,3.7629988193511963,290.204345703125,7.806246757507324,61.03922653198242,68.84555053710938,290.5053405761719,0.04158158600330353,10.0,-21.00441551208496,nan,nan,nan,1.688003514743741e-08,-0.057484518736600876,2.9652693271636963,0.281710684299469
2.4325568675994873,87.44000244140625,1000.0,4.0,1.3791770935058594,0.01611802540719509,40.0,1.000734806060791,1.000734806060791,1.000734806060791,0.01848650351166725,0.0002969999914057553,0.9610476493835449,100000.0,-0.010806234553456306,0.0025680670514702797,7.486343100993054e-09,0.006316518411040306,-0.001085437834262848,0.10010993480682373,1.6946285963058472,0.14761292934417725,4.40369176864624,359.3900451660156,7.981827735900879,61.1838264465332,69.16571044921875,289.1606140136719,0.06934364885091782,10.0,-18.903972625732422,nan,nan,nan,-8.97407517186366e-08,-0.09571243822574615,10.352087020874023,0.5031258463859558
2.8570291996002197,79.94000244140625,1000.0,5.0,1.3665404319763184,0.017705395817756653,40.0,1.0010322332382202,1.0010322332382202,1.0010322332382202,0.0188741497695446,0.00029639998683705926,0.9489558339118958,120000.0,-0.01539976429194212,-0.004593529738485813,-3.814697446813398e-09,0.007136005442589521,0.0008194870315492153,0.14482656121253967,1.4215483665466309,-0.2730802297592163,5.363476753234863,428.146728515625,7.8193254470825195,60.91730880737305,68.7366943359375,290.9654235839844,0.0935334786772728,10.0,-17.013574600219727,nan,nan,nan,2.3031235585335708e-08,-0.08229466527700424,9.198248863220215,0.47149956226348877
3.0931944847106934,70.16000366210938,1000.0,6.0,1.35110342502594,0.02047465741634369,38.0,1.000427007675171,1.000427007675171,1.000427007675171,0.019581995904445648,0.0002958000113721937,0.9344367384910583,140000.0,-0.01672137901186943,-0.001321614719927311,1.2683868177987279e-08,0.0074927592650055885,0.0003567538224160671,0.20290683209896088,1.2712754011154175,-0.15027296543121338,5.198763370513916,495.2651672363281,7.935847282409668,59.16048812866211,67.09639739990234,298.07861328125,0.11255717277526855,10.0,-15.312216758728027,nan,nan,nan,-8.392333938900265e-09,-0.07946588099002838,7.002574920654297,0.4098024070262909
3.9714419841766357,66.95999908447266,1000.0,7.0,1.3418495655059814,0.02209818735718727,38.0,0.998843789100647,0.998843789100647,0.998843789100647,0.02006245031952858,0.00029520000680349767,0.9258314967155457,160000.0,-0.016525980085134506,0.00019539892673492432,2.6845931699881476e-08,0.011242838576436043,0.0037500793114304543,0.2756012976169586,1.3788341283798218,0.1075587272644043,5.235036849975586,561.9446411132812,8.031371116638184,58.62703323364258,66.65846252441406,300.0369567871094,0.13050687313079834,10.0,-13.780994415283203,nan,nan,nan,-3.4046173880142305e-08,-0.09108905494213104,7.150101184844971,0.41097092628479004
4.812850475311279,62.959999084472656,1000.0,8.0,1.3284615278244019,0.0200717281550169,28.0,0.9989578127861023,0.9989578127861023,0.9989578127861023,0.019711878150701523,0.00029460000223480165,0.9135192036628723,180000.0,-0.017636969685554504,-0.0011109896004199982,1.115798919926192e-08,0.012446710839867592,0.001203872263431549,0.3220309913158417,1.208452582359314,-0.1703815460205078,7.137686729431152,614.8475341796875,8.33481216430664,44.546348571777344,52.88124465942383,378.2059326171875,0.14678168296813965,10.0,-12.402894973754883,nan,nan,nan,3.2234190427971043e-08,-0.08136092126369476,6.901163578033447,0.4010755121707916
5.115434169769287,70.5999984741211,1000.0,9.0,1.314984679222107,0.020157424733042717,25.0,1.0009434223175049,1.0009434223175049,1.0009434223175049,0.01972103863954544,0.00029399999766610563,0.9012823700904846,200000.0,-0.012786298990249634,0.004850670695304871,7.1525572131747595e-09,0.012308483943343163,-0.00013822689652442932,0.3398313820362091,1.4448559284210205,0.23640334606170654,5.5764641761779785,662.7737426757812,8.0347261428833,39.87318420410156,47.90797424316406,417.467041015625,0.16874057054519653,10.0,-11.162605285644531,nan,nan,nan,3.986358620977626e-08,-0.08485516160726547,11.420734405517578,0.5118482112884521
